Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,Default,Cred_length
27647,32,156600,MORTGAGE,8.0,EDUCATION,25000,10.62,0,0.16,N,8
7470,24,30500,RENT,2.0,EDUCATION,6800,21.74,1,0.22,Y,3
3691,21,17500,RENT,0.0,DEBTCONSOLIDATION,4000,13.22,1,0.23,Y,4
15290,23,60000,RENT,0.0,DEBTCONSOLIDATION,15000,11.11,0,0.25,N,2
4395,22,40000,MORTGAGE,5.0,MEDICAL,5000,7.68,0,0.13,N,4
6205,24,48000,MORTGAGE,8.0,EDUCATION,3100,8.94,0,0.06,N,3
1839,26,84000,RENT,7.0,DEBTCONSOLIDATION,15000,16.0,1,0.18,Y,3
12186,23,28000,RENT,2.0,EDUCATION,12000,14.27,1,0.43,Y,4
18786,28,73000,RENT,3.0,HOMEIMPROVEMENT,1000,,0,0.01,N,7
3339,24,40000,RENT,2.0,DEBTCONSOLIDATION,3600,11.12,0,0.09,N,3
5212,25,100500,RENT,5.0,PERSONAL,9000,,0,0.09,N,4
19512,35,52500,RENT,3.0,HOMEIMPROVEMENT,12000,10.36,0,0.23,N,8
17004,22,54800,OWN,7.0,EDUCATION,8000,,0,0.15,N,2
18040,30,75000,RENT,9.0,PERSONAL,25000,15.2,1,0.33,N,5
2628,21,33280,MORTGAGE,5.0,VENTURE,11200,13.92,1,0.34,N,4
27287,35,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,9000,12.73,0,0.07,Y,8
14700,24,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,3500,5.42,0,0.03,N,4
16784,25,46000,RENT,9.0,PERSONAL,7000,8.49,0,0.15,N,2
10903,24,70000,MORTGAGE,8.0,HOMEIMPROVEMENT,4800,11.36,0,0.07,N,2
23184,31,15000,RENT,,EDUCATION,5000,,1,0.33,N,10
1999,22,30000,RENT,6.0,VENTURE,14000,6.99,1,0.47,N,4
3881,22,38400,RENT,4.0,EDUCATION,4000,12.99,0,0.1,N,2
25104,29,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,4500,6.76,0,0.06,N,10
32100,48,60000,MORTGAGE,0.0,VENTURE,2500,7.29,0,0.04,N,13
29651,40,35000,MORTGAGE,6.0,VENTURE,5600,10.65,0,0.16,N,13
23315,28,61425,OWN,2.0,VENTURE,9000,5.99,0,0.15,N,7
28821,31,69000,RENT,12.0,HOMEIMPROVEMENT,16000,5.99,0,0.23,N,9
13473,23,92000,MORTGAGE,7.0,EDUCATION,7000,13.47,0,0.08,Y,4
31347,41,125000,RENT,0.0,DEBTCONSOLIDATION,12000,13.49,0,0.1,Y,12
18926,30,12996,RENT,1.0,PERSONAL,2000,17.19,1,0.15,N,6
18107,28,168000,RENT,0.0,DEBTCONSOLIDATION,15000,17.26,1,0.09,Y,9
5747,22,46000,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,7.68,0,0.13,N,2
29195,38,192000,MORTGAGE,22.0,HOMEIMPROVEMENT,5600,7.9,0,0.03,N,14
3465,22,36933,MORTGAGE,2.0,VENTURE,10000,12.22,0,0.27,Y,4
19311,31,61200,RENT,,MEDICAL,2500,6.62,0,0.04,N,10
10897,26,70000,MORTGAGE,5.0,PERSONAL,4500,7.51,0,0.06,N,4
10363,24,67000,MORTGAGE,2.0,HOMEIMPROVEMENT,12150,10.37,0,0.18,N,3
19067,29,30000,MORTGAGE,3.0,VENTURE,6000,5.79,0,0.2,N,8
754,23,80000,RENT,4.0,MEDICAL,20000,7.9,0,0.25,N,4
443,21,18000,OWN,,EDUCATION,5000,11.11,1,0.28,N,2
27888,28,9081,RENT,,HOMEIMPROVEMENT,3000,10.25,1,0.33,N,6
972,24,24000,OWN,1.0,EDUCATION,2400,7.49,0,0.1,N,2
16760,25,49200,MORTGAGE,2.0,EDUCATION,6000,10.0,0,0.12,N,4
11652,23,72858,RENT,7.0,DEBTCONSOLIDATION,10000,11.48,0,0.14,N,3
22064,27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,6000,7.49,0,0.12,N,8
825,22,74800,RENT,3.0,MEDICAL,20000,14.96,1,0.23,Y,4
17088,22,50361,RENT,6.0,PERSONAL,12000,12.73,0,0.24,N,4
30694,37,68500,RENT,2.0,PERSONAL,8000,7.51,0,0.12,N,16
12204,23,80000,MORTGAGE,3.0,VENTURE,5500,5.42,0,0.07,N,2
13142,23,100000,RENT,1.0,EDUCATION,12000,13.57,0,0.12,N,3
21228,28,45996,OTHER,12.0,VENTURE,5500,10.2,0,0.12,N,10
14030,24,100000,MORTGAGE,8.0,MEDICAL,5625,6.99,0,0.06,N,4
27064,29,120000,MORTGAGE,3.0,MEDICAL,6250,12.53,0,0.05,Y,8
19697,31,26400,RENT,2.0,VENTURE,3250,13.48,0,0.12,N,8
10529,22,32376,RENT,1.0,EDUCATION,10000,13.61,1,0.31,Y,4
16326,25,33772,RENT,3.0,VENTURE,3600,16.02,1,0.11,Y,3
16191,23,30000,RENT,1.0,MEDICAL,8400,,1,0.28,N,2
3442,24,45996,RENT,2.0,VENTURE,10800,13.16,0,0.23,N,4
6820,22,65100,RENT,3.0,EDUCATION,6000,16.2,0,0.09,N,4
32321,52,54833,RENT,14.0,HOMEIMPROVEMENT,20000,7.49,1,0.36,N,25
19408,31,36000,RENT,5.0,DEBTCONSOLIDATION,3000,9.91,0,0.08,N,7
2337,23,33448,RENT,2.0,EDUCATION,2500,11.66,0,0.07,Y,2
8638,22,28800,RENT,0.0,MEDICAL,8000,13.72,0,0.28,Y,2
3066,22,35000,RENT,0.0,EDUCATION,3250,6.54,0,0.09,N,3
7982,22,14400,RENT,0.0,DEBTCONSOLIDATION,7200,11.71,1,0.5,N,4
27460,30,108800,MORTGAGE,2.0,MEDICAL,15000,16.35,1,0.12,N,8
22326,27,30000,RENT,5.0,MEDICAL,7000,15.62,1,0.23,N,6
13813,24,96000,MORTGAGE,8.0,MEDICAL,2000,10.38,0,0.02,N,3
12993,24,86400,MORTGAGE,2.0,DEBTCONSOLIDATION,12200,7.29,0,0.14,N,3
15719,25,157000,MORTGAGE,8.0,PERSONAL,28000,7.49,0,0.18,N,4
23756,28,65000,OWN,1.0,MEDICAL,2500,13.22,0,0.04,Y,7
16318,22,23800,RENT,2.0,PERSONAL,8800,9.32,1,0.37,N,2
28321,33,87000,MORTGAGE,17.0,VENTURE,9000,17.93,0,0.1,Y,7
1934,23,70000,RENT,4.0,PERSONAL,2000,7.66,0,0.03,N,2
4694,21,50000,RENT,5.0,EDUCATION,4900,8.94,0,0.1,N,2
7741,22,33000,RENT,2.0,DEBTCONSOLIDATION,7000,,0,0.21,N,2
5526,23,65000,RENT,2.0,VENTURE,5000,5.42,0,0.08,N,2
28467,35,60000,RENT,0.0,HOMEIMPROVEMENT,4000,13.98,0,0.07,Y,7
8272,21,57000,OWN,5.0,PERSONAL,8000,10.65,0,0.14,N,3
20745,28,42240,OWN,2.0,MEDICAL,12000,11.86,0,0.28,N,6
21021,30,40000,RENT,2.0,MEDICAL,8500,12.53,0,0.21,N,8
3766,21,28000,RENT,2.0,EDUCATION,4000,15.23,0,0.14,N,2
19905,30,40000,RENT,4.0,VENTURE,10800,13.57,1,0.27,N,7
25448,28,85000,MORTGAGE,4.0,PERSONAL,35000,9.99,0,0.41,N,5
22148,27,69476,RENT,3.0,VENTURE,6500,6.17,0,0.09,N,7
1049,22,82570,RENT,6.0,VENTURE,18000,15.27,0,0.22,N,2
21303,27,20400,RENT,3.0,MEDICAL,5500,6.91,0,0.27,N,7
13337,21,48000,RENT,5.0,PERSONAL,2800,8.9,1,0.06,N,2
12552,25,60000,RENT,3.0,VENTURE,12000,5.42,0,0.2,N,3
24987,27,30000,RENT,2.0,VENTURE,11500,10.36,1,0.38,N,6
31449,38,96000,MORTGAGE,15.0,DEBTCONSOLIDATION,6000,6.03,0,0.06,N,16
13585,22,44400,RENT,3.0,EDUCATION,12800,12.73,0,0.29,N,2
21629,35,50000,MORTGAGE,5.0,HOMEIMPROVEMENT,6000,13.49,0,0.12,N,6
16020,25,32000,RENT,1.0,MEDICAL,2500,16.45,1,0.08,N,3
23066,28,50000,RENT,0.0,MEDICAL,8000,14.27,0,0.16,N,9
10048,23,70522,RENT,7.0,MEDICAL,9325,10.91,0,0.13,Y,3
4617,26,122500,RENT,1.0,MEDICAL,10000,10.65,0,0.08,N,3
908,22,54000,RENT,6.0,VENTURE,19000,,1,0.35,N,4
24011,28,69000,MORTGAGE,9.0,MEDICAL,4000,9.91,0,0.06,N,6
31756,43,138000,MORTGAGE,4.0,HOMEIMPROVEMENT,9900,6.99,0,0.07,N,14
29289,36,59000,RENT,2.0,MEDICAL,21000,14.11,1,0.36,Y,16
21997,27,57000,RENT,0.0,EDUCATION,7000,11.71,0,0.12,N,8
10033,22,32400,RENT,6.0,MEDICAL,9250,14.46,1,0.29,Y,4
7273,22,20000,RENT,1.0,DEBTCONSOLIDATION,6500,10.99,1,0.33,N,2
5651,22,45600,OWN,6.0,MEDICAL,1800,13.48,0,0.04,N,4
21294,27,15085,RENT,2.0,VENTURE,5500,5.99,1,0.36,N,8
14866,23,117696,MORTGAGE,2.0,EDUCATION,15000,6.03,0,0.13,N,3
757,24,80000,RENT,3.0,VENTURE,20000,13.06,0,0.25,N,4
19948,33,65600,RENT,4.0,PERSONAL,10600,12.99,0,0.16,N,7
25265,27,48000,RENT,5.0,VENTURE,12000,11.71,0,0.25,N,6
9393,23,62000,MORTGAGE,3.0,VENTURE,4000,8.9,0,0.06,N,2
12998,24,86610,MORTGAGE,7.0,EDUCATION,8750,12.72,0,0.1,Y,2
15100,23,14000,RENT,0.0,DEBTCONSOLIDATION,1500,,0,0.11,Y,4
8303,22,42000,RENT,7.0,DEBTCONSOLIDATION,7500,17.04,1,0.18,N,2
17670,25,80004,RENT,9.0,VENTURE,20000,14.26,0,0.25,N,2
1701,24,28800,OWN,,EDUCATION,7500,8.49,0,0.26,N,2
31094,38,75996,MORTGAGE,12.0,DEBTCONSOLIDATION,3500,7.29,0,0.05,N,13
56,26,277104,RENT,0.0,VENTURE,20000,11.48,0,0.07,N,3
730,21,21600,MORTGAGE,6.0,PERSONAL,7575,,0,0.35,N,3
978,22,46800,RENT,6.0,MEDICAL,18000,15.23,1,0.38,Y,2
16979,26,90000,MORTGAGE,10.0,PERSONAL,13000,10.59,0,0.14,N,3
25201,35,81000,MORTGAGE,15.0,DEBTCONSOLIDATION,5400,,0,0.07,N,5
7730,24,32400,RENT,1.0,MEDICAL,7000,13.98,0,0.22,Y,2
26551,30,30000,OWN,4.0,PERSONAL,8000,15.7,0,0.27,Y,10
8301,25,57000,OWN,9.0,MEDICAL,12000,10.59,0,0.21,N,3
4960,22,36000,RENT,1.0,EDUCATION,5000,12.68,1,0.14,N,4
13829,26,96000,MORTGAGE,4.0,HOMEIMPROVEMENT,20000,16.7,0,0.21,N,4
19495,35,50004,RENT,2.0,MEDICAL,12000,13.47,0,0.24,Y,7
12269,22,80000,MORTGAGE,0.0,MEDICAL,2000,14.72,0,0.03,Y,3
4364,22,21600,RENT,0.0,MEDICAL,4800,13.49,0,0.22,N,3
20794,28,43000,RENT,12.0,MEDICAL,5000,11.71,0,0.12,N,9
5733,24,30000,RENT,3.0,MEDICAL,5300,15.28,1,0.18,Y,3
16888,23,46000,RENT,2.0,PERSONAL,12800,19.41,1,0.28,Y,2
21093,28,52000,RENT,12.0,HOMEIMPROVEMENT,5000,11.36,1,0.1,N,7
14396,22,30000,OWN,0.0,EDUCATION,2500,12.53,0,0.08,N,2
1614,23,44400,RENT,0.0,EDUCATION,1500,11.63,0,0.03,N,2
16292,22,60000,MORTGAGE,5.0,VENTURE,5600,7.49,0,0.09,N,4
15527,25,141996,MORTGAGE,0.0,PERSONAL,14000,7.51,0,0.1,N,3
29549,36,32000,RENT,2.0,MEDICAL,2400,18.79,1,0.07,N,14
14164,23,30000,OWN,,EDUCATION,14125,6.62,0,0.47,N,4
2366,23,42000,RENT,4.0,EDUCATION,2500,13.61,0,0.06,N,4
14235,23,102000,MORTGAGE,7.0,EDUCATION,10000,11.49,0,0.1,N,2
25584,27,75000,MORTGAGE,11.0,EDUCATION,12000,9.91,1,0.16,N,10
3996,23,48000,RENT,8.0,PERSONAL,4000,10.37,1,0.08,N,3
7074,24,51072,MORTGAGE,8.0,EDUCATION,13000,10.95,0,0.25,N,2
27943,29,22000,RENT,0.0,DEBTCONSOLIDATION,8000,,1,0.36,N,5
7540,23,47800,MORTGAGE,4.0,MEDICAL,18000,10.95,1,0.38,N,3
3679,21,38000,OWN,5.0,EDUCATION,14000,11.12,0,0.37,N,3
17997,35,200004,MORTGAGE,19.0,DEBTCONSOLIDATION,6000,7.68,0,0.03,N,8
19691,27,12240,RENT,0.0,VENTURE,3250,10.36,1,0.27,N,9
17993,30,56952,RENT,3.0,MEDICAL,25000,11.36,1,0.44,N,9
27099,30,122000,MORTGAGE,11.0,HOMEIMPROVEMENT,11200,5.42,0,0.09,N,9
16759,26,53000,RENT,4.0,VENTURE,6800,9.91,0,0.13,N,3
31291,40,85000,MORTGAGE,1.0,EDUCATION,10000,12.87,0,0.12,N,11
28465,31,80000,MORTGAGE,0.0,PERSONAL,15000,10.95,0,0.19,N,10
5531,25,45000,MORTGAGE,9.0,DEBTCONSOLIDATION,3200,7.74,0,0.07,N,3
9862,23,35500,RENT,2.0,HOMEIMPROVEMENT,9000,15.99,1,0.25,Y,2
9292,23,26400,RENT,3.0,EDUCATION,5000,15.99,0,0.19,N,3
12899,23,73000,OTHER,1.0,PERSONAL,25000,17.9,1,0.34,N,2
5608,24,74000,RENT,6.0,EDUCATION,5000,15.27,1,0.07,N,4
11552,24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,5.99,0,0.16,N,2
19278,27,31850,MORTGAGE,8.0,VENTURE,14125,10.65,0,0.44,N,8
8093,21,55200,MORTGAGE,5.0,VENTURE,8900,6.17,0,0.16,N,2
15157,25,125000,OWN,9.0,PERSONAL,15000,7.9,0,0.12,N,3
27836,30,253000,MORTGAGE,3.0,DEBTCONSOLIDATION,24000,14.96,1,0.09,N,7
3804,26,38400,MORTGAGE,5.0,DEBTCONSOLIDATION,6000,7.51,0,0.16,N,3
21011,34,45000,OWN,0.0,VENTURE,7000,5.42,0,0.16,N,5
27033,32,120000,MORTGAGE,16.0,VENTURE,25000,10.99,0,0.21,N,6
13268,23,90000,MORTGAGE,7.0,VENTURE,21000,7.49,0,0.23,N,4
18882,28,55000,RENT,7.0,EDUCATION,1500,7.37,0,0.03,N,8
24382,29,72000,MORTGAGE,13.0,MEDICAL,7400,5.42,0,0.1,N,8
26607,32,108000,MORTGAGE,5.0,VENTURE,12000,11.49,0,0.11,N,10
10489,22,68000,MORTGAGE,6.0,MEDICAL,3500,6.39,0,0.05,N,4
30361,36,52000,OWN,8.0,VENTURE,3000,9.63,0,0.06,N,15
20983,30,45000,RENT,11.0,MEDICAL,5000,12.73,1,0.11,Y,8
7694,23,54000,OWN,4.0,DEBTCONSOLIDATION,2800,14.42,0,0.05,N,3
8955,21,60000,MORTGAGE,5.0,EDUCATION,8000,12.23,0,0.13,Y,3
22084,27,32200,RENT,1.0,EDUCATION,6300,16.45,1,0.2,N,6
20035,28,40000,RENT,1.0,PERSONAL,3700,15.96,0,0.09,N,8
15025,25,25000,RENT,4.0,MEDICAL,1600,12.98,0,0.06,N,3
23278,32,61000,MORTGAGE,3.0,PERSONAL,2000,7.9,0,0.03,N,7
19452,27,33600,MORTGAGE,,MEDICAL,8000,,0,0.24,N,10
2340,21,31776,MORTGAGE,5.0,VENTURE,6000,8.9,0,0.19,N,3
2913,22,83000,RENT,4.0,EDUCATION,3000,9.63,0,0.04,N,3
28069,27,49200,MORTGAGE,4.0,HOMEIMPROVEMENT,2500,5.42,0,0.05,N,10
23182,34,14000,RENT,3.0,PERSONAL,5000,13.35,1,0.36,N,10
20465,33,27996,RENT,0.0,VENTURE,4800,9.63,0,0.17,N,8
6227,23,29000,RENT,1.0,VENTURE,6000,5.99,0,0.21,N,3
14841,24,26400,OWN,8.0,VENTURE,3000,10.59,0,0.11,N,2
9394,22,64000,RENT,0.0,PERSONAL,8000,14.84,1,0.13,N,2
7207,24,29000,RENT,0.0,DEBTCONSOLIDATION,6250,10.99,0,0.22,N,2
30241,40,44000,RENT,0.0,PERSONAL,6000,,1,0.14,N,12
2477,23,14000,RENT,4.0,VENTURE,3000,7.74,1,0.21,N,3
25680,34,120000,RENT,4.0,PERSONAL,12000,11.49,0,0.1,N,6
7904,23,55000,MORTGAGE,4.0,EDUCATION,8000,7.49,0,0.15,N,4
27449,29,140000,MORTGAGE,12.0,MEDICAL,24250,11.12,0,0.17,N,8
32574,52,65004,RENT,4.0,PERSONAL,20000,15.58,1,0.31,Y,19
22159,29,32000,RENT,1.0,MEDICAL,6525,16.07,1,0.2,Y,9
28651,35,54000,RENT,1.0,EDUCATION,9000,14.46,1,0.17,N,8
24184,28,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,6000,16.45,1,0.09,Y,9
7039,24,51000,OWN,6.0,VENTURE,6000,10.75,0,0.12,N,2
6437,25,40000,RENT,5.0,PERSONAL,6000,7.88,0,0.15,N,4
6021,26,102552,RENT,10.0,MEDICAL,5600,9.99,0,0.05,N,3
1126,25,49896,RENT,7.0,EDUCATION,17000,16.82,1,0.34,N,3
7308,25,35000,RENT,,MEDICAL,6500,12.68,0,0.19,Y,2
18315,34,138000,RENT,0.0,HOMEIMPROVEMENT,21000,18.79,1,0.15,N,10
27740,27,180000,MORTGAGE,7.0,HOMEIMPROVEMENT,16000,,0,0.09,N,8
29114,31,83000,MORTGAGE,9.0,VENTURE,18000,19.74,1,0.22,Y,8
1669,24,60000,RENT,0.0,HOMEIMPROVEMENT,1675,6.54,0,0.03,N,4
31224,38,81000,MORTGAGE,0.0,EDUCATION,11000,10.36,0,0.14,N,14
18985,29,120000,RENT,3.0,DEBTCONSOLIDATION,15000,9.63,0,0.13,N,6
8176,24,43995,RENT,,PERSONAL,7400,13.99,1,0.17,Y,4
938,22,48888,RENT,1.0,PERSONAL,18400,13.16,1,0.38,N,2
28200,29,64000,RENT,3.0,DEBTCONSOLIDATION,15000,15.27,1,0.23,N,10
27771,29,200000,OWN,13.0,EDUCATION,23000,12.18,0,0.12,N,9
22392,28,55000,OWN,0.0,DEBTCONSOLIDATION,6700,16.77,0,0.12,Y,7
14628,25,110000,MORTGAGE,1.0,PERSONAL,25000,11.49,0,0.23,N,4
10334,22,20000,RENT,2.0,EDUCATION,10000,7.49,1,0.5,N,4
7919,26,55000,MORTGAGE,2.0,MEDICAL,11300,7.29,0,0.21,N,4
10155,23,65004,MORTGAGE,7.0,PERSONAL,15000,7.88,0,0.23,N,3
16863,24,28800,RENT,2.0,MEDICAL,8875,,1,0.31,N,4
1596,23,28000,OWN,6.0,VENTURE,7000,9.99,0,0.25,N,4
19635,29,35000,MORTGAGE,14.0,EDUCATION,8000,12.68,0,0.23,Y,9
25990,27,104000,RENT,8.0,PERSONAL,12800,7.29,0,0.12,N,7
29830,40,51000,RENT,1.0,MEDICAL,4000,11.12,0,0.08,N,14
31921,37,900000,MORTGAGE,5.0,PERSONAL,25000,12.87,0,0.03,Y,13
10679,23,38000,RENT,7.0,VENTURE,10000,7.51,0,0.26,N,4
8473,22,23400,RENT,,EDUCATION,7700,5.99,1,0.33,N,2
26109,31,96000,MORTGAGE,15.0,HOMEIMPROVEMENT,8000,14.09,0,0.08,Y,9
19496,29,44400,RENT,2.0,HOMEIMPROVEMENT,12000,15.99,1,0.27,N,5
10379,21,25000,RENT,1.0,PERSONAL,10000,,1,0.4,N,4
30833,37,78000,RENT,0.0,MEDICAL,9600,12.99,0,0.12,N,16
11805,24,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,20050,10.59,0,0.26,N,2
24324,29,47800,RENT,4.0,DEBTCONSOLIDATION,10000,7.49,0,0.21,N,5
28126,31,72500,MORTGAGE,12.0,VENTURE,8875,11.99,0,0.12,N,8
16259,22,27996,RENT,0.0,EDUCATION,2200,15.95,1,0.08,N,3
18170,30,150000,RENT,3.0,PERSONAL,25000,17.56,0,0.17,N,5
11901,25,77004,MORTGAGE,2.0,DEBTCONSOLIDATION,16000,13.92,0,0.21,N,2
7820,25,55000,MORTGAGE,6.0,PERSONAL,15000,15.27,0,0.27,N,3
32223,41,70000,RENT,2.0,EDUCATION,10000,7.88,0,0.14,N,17
26841,33,115000,MORTGAGE,6.0,MEDICAL,10500,13.49,0,0.09,N,9
31755,37,138000,MORTGAGE,19.0,EDUCATION,4000,15.62,0,0.03,N,12
26991,33,120000,MORTGAGE,4.0,PERSONAL,6000,6.92,0,0.05,N,8
9415,25,62000,MORTGAGE,9.0,VENTURE,8500,10.99,0,0.14,N,2
883,22,11760,RENT,0.0,VENTURE,1000,13.98,0,0.09,N,4
30191,41,30840,RENT,8.0,MEDICAL,6000,10.59,0,0.19,N,13
16927,22,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,8000,5.79,0,0.23,N,3
8798,25,60000,MORTGAGE,10.0,PERSONAL,3600,5.99,0,0.06,N,3
11741,25,80000,RENT,3.0,VENTURE,10000,11.12,0,0.13,N,3
4919,22,40000,RENT,,EDUCATION,5000,8.9,0,0.13,N,2
15619,25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,,0,0.08,N,4
26879,27,47000,RENT,,DEBTCONSOLIDATION,15000,8.49,1,0.32,N,10
31180,42,80000,MORTGAGE,8.0,PERSONAL,5000,11.99,0,0.06,N,17
18361,34,20400,MORTGAGE,6.0,MEDICAL,3300,13.06,0,0.16,Y,10
10795,22,64000,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,,1,0.09,N,2
29559,39,201000,RENT,6.0,VENTURE,13500,11.49,0,0.07,N,14
16206,26,35000,RENT,10.0,EDUCATION,12875,,1,0.37,N,3
30514,41,58000,RENT,16.0,PERSONAL,7500,11.03,0,0.13,Y,16
10336,21,21000,RENT,2.0,EDUCATION,10000,11.71,1,0.48,N,2
15136,25,123996,OWN,9.0,HOMEIMPROVEMENT,10000,6.54,0,0.08,N,3
2160,26,67000,RENT,4.0,MEDICAL,2400,12.99,0,0.04,Y,2
990,22,52000,RENT,6.0,EDUCATION,18000,,1,0.35,N,4
25427,27,70000,RENT,0.0,MEDICAL,12000,10.65,0,0.17,N,8
31383,36,72000,RENT,12.0,DEBTCONSOLIDATION,2800,,0,0.04,Y,16
31911,40,550000,MORTGAGE,4.0,VENTURE,18000,11.12,0,0.03,N,12
28946,30,48996,RENT,1.0,HOMEIMPROVEMENT,10000,15.45,1,0.2,N,8
13700,23,95000,MORTGAGE,7.0,PERSONAL,25000,18.78,0,0.26,N,4
27941,30,110000,OWN,14.0,PERSONAL,12000,13.57,0,0.11,Y,10
12974,22,36000,OWN,,VENTURE,6000,8.9,0,0.17,N,3
11596,23,70000,RENT,4.0,EDUCATION,10000,,0,0.14,N,3
510,24,80000,RENT,0.0,MEDICAL,22000,,0,0.28,N,4
10129,22,43000,RENT,1.0,DEBTCONSOLIDATION,9575,6.62,0,0.22,N,3
23879,29,66901,MORTGAGE,13.0,MEDICAL,9475,,0,0.14,N,10
30238,36,44000,RENT,2.0,HOMEIMPROVEMENT,6000,,1,0.14,N,12
9243,23,54000,MORTGAGE,3.0,MEDICAL,7500,11.03,1,0.14,Y,3
839,23,110000,RENT,2.0,VENTURE,20000,,0,0.18,N,2
14932,24,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,7000,15.62,0,0.06,N,2
25752,31,90000,MORTGAGE,8.0,HOMEIMPROVEMENT,18000,11.11,0,0.2,N,10
28002,28,40000,RENT,1.0,PERSONAL,1700,,0,0.04,Y,9
3957,24,44000,RENT,1.0,DEBTCONSOLIDATION,4000,17.58,1,0.09,N,2
4839,23,35520,RENT,3.0,EDUCATION,5000,13.57,0,0.14,N,3
4889,23,42240,MORTGAGE,3.0,EDUCATION,5500,12.73,0,0.13,N,3
28034,30,56400,RENT,1.0,DEBTCONSOLIDATION,7000,11.49,1,0.12,N,10
17146,22,69000,RENT,5.0,EDUCATION,8650,11.49,0,0.13,N,4
18013,30,65000,RENT,15.0,HOMEIMPROVEMENT,25000,,1,0.38,N,5
14253,24,70000,RENT,4.0,EDUCATION,14400,12.68,0,0.21,Y,4
19003,28,200000,RENT,2.0,VENTURE,15000,11.72,0,0.07,Y,10
1142,25,60000,RENT,3.0,PERSONAL,17000,6.91,0,0.28,N,2
6189,24,25800,RENT,0.0,MEDICAL,6000,7.14,0,0.23,N,4
12203,22,30000,RENT,2.0,EDUCATION,12000,13.72,1,0.4,N,2
20843,30,37400,MORTGAGE,6.0,MEDICAL,12700,17.27,1,0.34,N,5
11920,26,77604,MORTGAGE,0.0,DEBTCONSOLIDATION,6800,13.06,0,0.09,Y,4
23727,32,12000,RENT,1.0,MEDICAL,9325,8.38,1,0.78,N,6
5156,23,44000,MORTGAGE,,MEDICAL,6000,5.42,0,0.14,N,4
18185,27,170000,RENT,11.0,PERSONAL,25000,16.32,0,0.15,N,10
11295,22,73000,MORTGAGE,6.0,MEDICAL,5000,7.49,0,0.07,N,2
25581,32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,2800,7.88,0,0.03,N,9
4349,23,40000,MORTGAGE,1.0,EDUCATION,4000,11.48,0,0.1,N,3
30330,50,51500,OWN,7.0,VENTURE,10875,7.49,0,0.21,N,14
21320,29,47000,MORTGAGE,8.0,EDUCATION,8000,12.42,0,0.17,N,9
530,25,19200,OWN,4.0,EDUCATION,3000,11.99,1,0.16,N,4
26494,27,104000,OWN,4.0,EDUCATION,35000,17.99,0,0.34,Y,6
20136,34,30000,RENT,2.0,PERSONAL,4000,7.51,0,0.13,N,7
9827,26,64999,MORTGAGE,11.0,VENTURE,15000,10.99,0,0.23,N,2
1919,26,57450,RENT,4.0,MEDICAL,2000,13.35,0,0.03,Y,2
10945,23,45756,RENT,8.0,MEDICAL,10000,7.29,0,0.22,N,2
12824,24,85000,MORTGAGE,8.0,MEDICAL,25000,10.36,0,0.29,N,3
25617,28,87600,OWN,12.0,VENTURE,12000,12.99,0,0.14,N,6
23977,33,68000,MORTGAGE,9.0,EDUCATION,2100,12.53,0,0.03,N,9
10032,22,31000,RENT,7.0,MEDICAL,9250,14.11,1,0.3,N,4
16628,25,34000,MORTGAGE,9.0,MEDICAL,2000,7.66,1,0.06,N,4
1949,22,30000,MORTGAGE,2.0,EDUCATION,13250,10.99,0,0.44,N,3
31045,46,63000,RENT,18.0,HOMEIMPROVEMENT,10000,10.51,0,0.16,N,11
16756,25,306000,RENT,2.0,PERSONAL,24250,13.85,0,0.08,N,4
30631,38,53052,RENT,0.0,MEDICAL,8000,,0,0.15,N,13
28724,31,30372,RENT,2.0,PERSONAL,20200,14.74,1,0.67,N,8
11366,26,74000,MORTGAGE,10.0,VENTURE,4475,9.99,0,0.06,N,4
10604,23,69000,MORTGAGE,7.0,VENTURE,15000,11.58,0,0.22,N,3
29952,50,30000,RENT,8.0,VENTURE,5000,12.84,0,0.17,Y,15
11429,23,75000,MORTGAGE,5.0,EDUCATION,31825,7.9,0,0.42,N,2
12314,26,80000,MORTGAGE,10.0,PERSONAL,25000,10.62,0,0.31,N,4
10571,26,63000,MORTGAGE,4.0,EDUCATION,12000,15.27,1,0.19,N,2
11698,22,75000,MORTGAGE,6.0,EDUCATION,5000,7.74,0,0.07,N,4
15231,25,125000,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,,0,0.1,Y,3
32780,66,42000,RENT,2.0,MEDICAL,6475,9.99,0,0.15,N,30
17623,23,60000,RENT,2.0,VENTURE,9000,6.17,0,0.15,N,2
24230,29,70000,OTHER,1.0,PERSONAL,5000,11.14,0,0.07,N,6
